variant,N,deaths,HR_per_SD,CI_low,CI_high,Cox_P,HR_high_vs_low,group_CI_low,group_CI_high,group_Cox_P,logrank_P,schoenfeld_rho,PH_diag_P
A_log2_qnorm_tumor_batchadj,115,64,0.753262471269893,0.5986187550493055,0.9478559531214351,0.01565839711578993,0.5180290421641214,0.3117978858187269,0.8606667996507609,0.011107641653205241,0.009697204571554756,-0.09109374906496057,0.4740670896659122
B_log2_qnorm_tumor_no_batchadj,115,64,0.7531560054773693,0.5984422430239683,0.9478675263970432,0.015676004169490484,0.5180290421641214,0.3117978858187269,0.8606667996507609,0.011107641653205241,0.009697204571554756,-0.08781072895809243,0.490209926470493
C_log2_raw_batchadj,115,64,0.9885206893819561,0.7972773180875403,1.225637718730241,0.9161770757120837,0.8799718714623733,0.5381695055731827,1.4388598509316541,0.6102784290699497,0.6091211268988934,0.12219733394787786,0.33608852010078694
D_log2_qnorm_all120_batchadj,115,64,0.753242905762215,0.5986015346257766,0.9478339801380675,0.0156501324644774,0.5180290421641214,0.3117978858187269,0.8606667996507609,0.011107641653205241,0.009697204571554756,-0.09107603863750817,0.474153401385786
E_log2_qnorm_within_batch_batchadj,115,64,0.7509317045054269,0.5962483085464506,0.9457442759143615,0.014932430475710138,0.5180290421641214,0.3117978858187269,0.8606667996507609,0.011107641653205241,0.009697204571554756,-0.09118198912257147,0.47363717755260104
F_qnorm_raw_then_log2_tumor_batchadj,115,64,0.7535006269683311,0.5989012406047791,0.9480080459815589,0.01570404354556499,0.5180290421641214,0.3117978858187269,0.8606667996507609,0.011107641653205241,0.009697204571554756,-0.091024781369785,0.4744032510057423
G_qnorm_raw_within_batch_then_log2_batchadj,115,64,0.7513542098777257,0.5967245250917105,0.9460532037194525,0.015027283568699932,0.5180290421641214,0.3117978858187269,0.8606667996507609,0.011107641653205241,0.009697204571554756,-0.09120602404063793,0.4735201138994418
