id,A_log2_qnorm_tumor_batchadj_score,A_log2_qnorm_tumor_batchadj_sd,A_log2_qnorm_tumor_batchadj_high,B_log2_qnorm_tumor_no_batchadj_score,B_log2_qnorm_tumor_no_batchadj_sd,B_log2_qnorm_tumor_no_batchadj_high,C_log2_raw_batchadj_score,C_log2_raw_batchadj_sd,C_log2_raw_batchadj_high,D_log2_qnorm_all120_batchadj_score,D_log2_qnorm_all120_batchadj_sd,D_log2_qnorm_all120_batchadj_high,E_log2_qnorm_within_batch_batchadj_score,E_log2_qnorm_within_batch_batchadj_sd,E_log2_qnorm_within_batch_batchadj_high,F_qnorm_raw_then_log2_tumor_batchadj_score,F_qnorm_raw_then_log2_tumor_batchadj_sd,F_qnorm_raw_then_log2_tumor_batchadj_high,G_qnorm_raw_within_batch_then_log2_batchadj_score,G_qnorm_raw_within_batch_then_log2_batchadj_sd,G_qnorm_raw_within_batch_then_log2_batchadj_high
CCA_SG_2,0.42162123958097814,1.0501732076019312,1,0.40098261138980235,1.0218231316289017,1,-0.3185915042227667,-0.46636384704549627,0,0.42163708614396134,1.0502026711736667,1,0.4253373645661928,1.056368971486969,1,0.42190753049787105,1.0509214714695583,1,0.42503090170042646,1.0557789044300598,1
CCA_SG_3,0.30421279065818635,0.7590792105994854,1,0.2870790006965653,0.7328593296392125,1,0.48205795066971663,0.7288128351560242,1,0.3042384820544516,0.7591355322422074,1,0.3109195686379324,0.7735019625873295,1,0.3043421090868963,0.7594275326706622,1,0.3107369810405514,0.7731699471990096,1
CCA_SG_4,1.5881835892797875,3.942463330178203,1,1.541853602774801,3.916116097794978,1,1.5080101871640952,2.260312273040788,1,1.5881206202747098,3.9422730456325112,1,1.6046995603604342,3.9720225551549846,1,1.5865767417732242,3.938624434789728,1,1.6021018950749657,3.9662644674760914,1
CCA_SG_5,-0.4689249041216935,-1.1577823429904928,0,-0.4649829054627994,-1.1750579559743326,0,-0.34991162239514595,-0.5131172354287439,0,-0.46888513065540577,-1.1576749761709804,0,-0.4718517524179188,-1.1616881050339507,0,-0.4687759590080606,-1.1574560894090082,0,-0.47115335421363297,-1.160171835456247,0
CCA_SG_6,-0.05062366120789042,-0.12067656510100658,0,-0.060083000404234504,-0.14786122991010822,0,0.43984906403588814,0.6658051396181391,1,-0.05060890035537934,-0.120639940016376,0,-0.04765313201051416,-0.1129719157338996,0,-0.05026932569323716,-0.11980279395613962,0,-0.047267560247689466,-0.11205027723038671,0
CCA_SG_7,0.373887208608822,0.9318249115788662,1,0.36888304785126175,0.9403892607809688,1,0.6613718109395346,0.9964852144731465,1,0.37389448080735327,0.9318341126355669,1,0.37089015504882455,0.9217629936828998,1,0.373995078286583,0.9321264274424506,1,0.37118110846696345,0.9226271687563412,1
CCA_SG_8,0.03429031471183687,0.08985299115007264,1,0.027264148126930364,0.0737310794021909,1,0.5953576568026954,0.8979419915464509,1,0.034357250480658824,0.09001720213336008,1,0.03184583008665837,0.08356773473404584,1,0.03450219770862823,0.09038133125540677,1,0.0319582566654829,0.08384750433438666,1
CCA_SG_9,0.8662895319422941,2.1526515364726926,1,0.8368088993824182,2.1274774688261067,1,1.0180252063913207,1.528882781557251,1,0.8663147765991145,2.1526950228608013,1,0.8754427503425632,2.1691326209808772,1,0.8659876105177952,2.1519820564065912,1,0.8742229447592342,2.1664739803572366,1
CCA_SG_10,0.28124598899302194,0.702136987476586,1,0.26670147462064864,0.681163273875894,1,0.46959813082536755,0.7102133269050662,1,0.28125326499430053,0.7021481309072154,1,0.2859051684222748,0.7116606335264373,1,0.28107200821022177,0.7017312025815813,1,0.2855388125868796,0.7108636751793764,1
CCA_SG_11,-0.4004136077414293,-0.9879204013148554,0,-0.40030688576409384,-1.0109803781350233,0,-0.8463866230431621,-1.2542347625120245,0,-0.4004463608203966,-0.987994279519113,0,-0.40781008569727645,-1.003362430577034,0,-0.4000234514725566,-0.9869898163901115,0,-0.40718416254848294,-1.001998360900238,0
